id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incr_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
255,Family Protection,East County,PC368(b)(1),Probation Modification Hearing - Granted,CE315433,PC368(b)(1),,2011,,00:00.0,Local Custody: 259 Days - Probation Formal: 3 Years,Pled Guilty Felony,Elder Abuse,Arraignment on Information,,,,,259,,,,,1095,1095,,,,,,,,
623,North County Branch,North County,VC20001(a),Sentencing after Revocation - Probation Reinstated,CN321102,PC245(a)(1),deadly w,2013,,00:00.0,Local Custody: 268 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Jury Trial,,,,,268,,,,,1095,1095,,,,,,,,
31,Superior Court,Central,VC20001(a),Probation Modification Hearing - Denied,CD223450,VC20001(a),,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,270,,,,,1095,1095,,,,,,,,
33,Superior Court,Central,"PC245(a)(1), deadly w",Probation Modification Hearing - Granted,CD224440,PC245(a)(1),deadly w,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,270,,,,,1095,1095,,,,,,,,
328,North County Branch,North County,HS11359,Sentencing Hearing  - Probation Granted Formal,CN260953,VC20001(a),,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1095,1095,,,,,,,,
354,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN265587,VC20001(a),,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1095,1095,,,,,,,,
356,North County Branch,North County,VC20001(a),Order to Show Cause - Admits - Revoked- Reinstated,CN265712,VC20001(a),,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1095,1095,,,,,,,,
749,South Bay Branch,South County,VC20001(a),Restitution Hearing  - Restitution Set,CS247277,VC20001(a),,2011,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,270,,,,,1095,1095,,,,,,,,
586,North County Branch,North County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked- Reinstated,CN315232,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,270,,,,,1095,1095,,,,,,,,
1,Superior Court,Central,VC23153(b),Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CD218681,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
8,Superior Court,Central,"VC23153(a), alcohol",Further Proceedings - Action Taken,CD220506,VC20001(a),,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
221,East County Branch,East County,VC23153(b),Probation Modification Hearing - Granted,CE294301,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
319,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN258905,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
344,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN263934,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
413,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - Probation Reinstated,CN276452,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,270,,,,,1825,1825,,,,,,,,
436,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CN280851,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
448,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Granted,CN284194,VC20001(a),,2010,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,,1825,1825,,,,,,,,
275,East County Branch,East County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CE324135,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,270,,,,,1825,1825,,,,,,,,
559,North County Branch,North County,"VC23153(a), alcohol",Restitution Status Review Hearing - Restitution Set,CN308291,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,270,,,,,1825,1825,,,,,,,,
289,East County Branch,East County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CE334291,VC20001(a),,2013,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,270,,,,,1825,1825,,,,,,,,
689,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CS226944,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years - Residential Drug Treatment: 90 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,90,,90,,270,,,,,1825,1825,,,,,,,,
593,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN315924,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 28 Days - Probation Summary: 5 Years - Public Work Service: 15 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,28,,,,,1825,,1825,,,,15,,15,
635,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN323502,VC20001(a),,2013,,00:00.0,Local Custody: 3 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,3,,,,,1095,1095,,,,,,,,
420,North County Branch,North County,VC20001(a),Restitution Hearing  - Restitution Set,CN277757,VC20001(a),,2010,,00:00.0,Local Custody: 30 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,30,,,,,1095,1095,,,,,,,,
687,South Bay Branch,South County,VC23153(b),Further Proceedings - Action Taken,CS226077,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 30 Days - Probation Formal: 5 Years - Work Furlough: 120 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony PC 995 Motion Hearing,,,,,30,,,,,1825,1825,,,,,120,120,,
703,South Bay Branch,South County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CS231494,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 30 Days - Probation Summary: 3 Years - Residential Drug Treatment: 90 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,90,,90,,30,,,,,1095,,1095,,,,,,,
656,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN326821,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 33 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,33,,,,,1825,1825,,,,,,,,
59,Superior Court,Central,"VC23153(a), alcohol",Felony Other Motion Hearing - Granted,CD229805,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 360 Days - Probation Formal: 5 Years - Public Work Service: 25 Days,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,360,,,,,1825,1825,,,,,25,,25,
734,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS240730,VC20001(a),,2010,,00:00.0,Local Custody: 364 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,364,,,,,1095,1095,,,,,,,,
32,Superior Court,Central,VC23152(a),Sentencing Hearing  - Probation Denied,CD224314,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 365 Days,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,365,,,,,,,,,,,,,,
82,Superior Court,Central,"VC23153(a), alcohol",Restitution Status Review Hearing - Restitution Set,CD234541,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,,,,,,,,,,
22,Superior Court,Central,"PC245(a)(1), deadly w",Further Proceedings - Action Taken,CD222507,PC245(a)(1),deadly w,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,365,,,,,1095,1095,,,,,,,,
377,North County Branch,North County,"VC23153(a), alcohol",Felony Other Motion Hearing - Granted,CN269863,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
693,South Bay Branch,South County,PC211,Sentencing after Revocation - State Prison,CS229331,PC245(a)(1),deadly w,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Jury Trial,,,,,365,,,,,1095,1095,,,,,,,,
45,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing after Revocation - State Prison,CD226898,PC245(a)(1),force,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,365,,,,,1095,1095,,,,,,,,
58,Superior Court,Central,VC20001(a),Further Proceedings - Action Taken,CD229500,VC20001(a),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,365,,,,,1095,1095,,,,,,,,
65,Superior Court,Central,VC20001(b)(2),Sentencing after Revocation - State Prison,CD231018,VC20001(b)(2),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
393,North County Branch,North County,VC20001(b)(2),Restitution Status Review Hearing - Restitution Set,CN272998,VC20001(b)(2),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
404,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Action Taken,CN274714,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
424,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN278685,VC20001(a),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,365,,,,,1095,1095,,,,,,,,
426,North County Branch,North County,VC20001(a),Sentencing after Revocation - State Prison,CN279080,VC20001(a),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
452,North County Branch,North County,"PC245(a)(1), deadly w",Probation Modification Hearing - Denied,CN285411,PC245(a)(1),deadly w,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
737,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS241798,VC20001(a),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
70,Superior Court,Central,VC20001(b)(2),Sentencing Hearing  - Probation Granted Formal,CD231985,VC20001(b)(2),,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
76,Superior Court,Central,VC20001(b)(2),Further Proceedings - Action Taken,CD233073,VC20001(b)(2),,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
254,East County Branch,East County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CE315167,VC20001(a),,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
497,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Formal,CN293012,VC23153(a),combine,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
499,North County Branch,North County,VC20001(b)(2),Out-Of-County Transfer - Granted,CN293595,VC20001(b)(2),,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
103,Superior Court,Central,VC20001(a),Restitution Hearing  - Restitution Modified,CD238676,VC20001(a),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
113,Superior Court,Central,VC20001(a),Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CD240174,VC23153(a),combine,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
270,East County Branch,East County,VC20001(b)(2),Sentencing Hearing  - Probation Granted Formal,CE321560,VC20001(b)(2),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
582,North County Branch,North County,VC23153(b),Sentencing after Revocation - Admit / Probation Revoked,CN313975,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
140,Superior Court,Central,PC459,Evidentiary Hearing (Probation) - Admit / Probation Revoked,CD245455,PC243(d),,2013,Sentencing after Revocation,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
153,Superior Court,Central,VC23109.1(a),Restitution Status Review Hearing - Restitution Set,CD248211,VC23109.1(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
163,Superior Court,Central,HS11350(a),Sentencing Hearing  - Probation Granted Formal,CD249778,VC23153(a),drugs,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
164,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - Probation Granted Formal,CD249921,PC245(a)(1),deadly w,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
589,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Continued,CN315505,VC20001(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
599,North County Branch,North County,VC10851(a),Sentencing Hearing  - Probation Granted Formal,CN316937,VC10851(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
617,Family Protection,North County,VC20001(b)(2),Further Proceedings - Action Taken,CN320369,VC20001(b)(2),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Family Protection,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
789,South Bay Branch,South County,VC20001(a),Restitution Status Review Hearing - Continued,CS263558,VC20001(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
790,South Bay Branch,South County,,Sentencing after Revocation - State Prison,CS263919,PC459,,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
792,South Bay Branch,South County,VC20001(b)(2),Restitution Hearing  - Restitution Denied,CS264722,VC20001(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,,,,
795,South Bay Branch,South County,VC20001(a),Restitution Hearing  - Restitution Set,CS265208,VC20001(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
528,North County Branch,North County,VC2800.2(a),Order to Show Cause - Admits - Revoked- Reinstated,CN301571,VC2800.2(a),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1095,1095,,,,,20,,20,
114,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD240200,VC20001(a),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 3 Years - Work Furlough,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1095,1095,,,,,,,,
753,Family Protection,South County,"PC245(a)(1), deadly w",Further Proceedings - Action Taken,CS249248,PC245(a)(1),deadly w,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 4 Years - DVRP - DV Recovery Program: 12 Months (+ more),Pled Guilty Felony,Domestic Violence,Felony Readiness Conference,,,,,365,,,,,1460,1460,,365,,365,,,,
15,Superior Court,Central,"VC23153(a), alcohol",Felony Other Motion Hearing - Granted,CD221433,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
19,Superior Court,Central,"VC23153(a), drugs",Sentencing after Revocation - Probation Reinstated,CD221863,VC20001(a),,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
27,Superior Court,Central,VC20001(a),Sentencing after Revocation - State Prison,CD223173,VC20001(a),,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
28,Superior Court,Central,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CD223338,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,365,,,,,1825,1825,,,,,,,,
387,North County Branch,North County,VC20001(a),Sentencing after Revocation - State Prison,CN271118,VC20001(a),,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
690,South Bay Branch,South County,"VC23153(a), alcohol",Review Hearing (Diversion/PC1000) - In Compliance,CS226972,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
714,South Bay Branch,South County,VC23153(b),Out-Of-County Transfer - Granted,CS234565,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,365,,,,,1825,1825,,,,,,,,
37,Superior Court,Central,"VC23153(a), alcohol",Sentencing after Revocation - Continued,CD225341,VC23153(a),alcohol,2010,Sentencing after Revocation,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
43,Superior Court,Central,"VC23153(a), drugs",Further Proceedings - Action Taken,CD226608,VC23153(a),drugs,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
230,East County Branch,East County,VC23153(b),Felony Other Motion Hearing - Denied,CE301285,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
411,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN275821,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
435,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN280766,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
437,North County Branch,North County,VC20001(b)(2),Further Proceedings - Action Taken,CN280893,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
439,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN281557,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Jury Trial,,,,,365,,,,,1825,1825,,,,,,,,
69,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD231978,VC20001(a),,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
71,Superior Court,Central,"VC23153(a), alcohol",Felony Other Motion Hearing - Denied,CD232165,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
78,Superior Court,Central,"VC23153(a), alcohol",Further Proceedings - Action Taken,CD233310,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
89,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD235690,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
94,Superior Court,Central,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Formal,CD236299,VC23153(a),combine,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
99,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD237436,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
252,East County Branch,East County,VC23153(b),Probation Modification Hearing - Granted,CE314107,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Jury Trial,,,,,365,,,,,1825,1825,,,,,,,,
746,South Bay Branch,South County,VC20001(b)(2),Further Proceedings - Action Taken,CS244695,VC20001(b)(2),,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
112,Superior Court,Central,VC23153(b),Probation Modification Hearing - Other (see note),CD240101,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
263,East County Branch,East County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked- Reinstated,CE318190,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
540,North County Branch,North County,VC2800.3(a),Further Proceedings - Action Taken,CN305107,VC2800.3(a),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
548,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN306758,VC20001(a),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
567,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN310300,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
773,Family Protection,South County,VC23153(b),Review Hearing (Veterans Court) - In Compliance,CS258193,PC273a(a),,2012,Review Hearing (Veterans Court),00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Family Protection - Child Abuse,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
782,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CS261123,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
